var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,ETIQ
0.1486132652891045,0.1390459535606723,0.4635311532768134,0.9401726953152623,0.5812897777974811,0.4657276253981193,0.8125862313849346,0.4680169610127817,0.7734547819720323,0.8010228979510511,0.6064423249924882,0.8281430547328325,0.41728819044008153,7
0.1406580944280448,0.1536772563878364,0.4770219351365901,0.54953354622363,0.8178523252578921,0.14015243952911594,0.22246366170056775,0.019066926714663035,0.6809181332659935,0.2896392382200441,0.9377554986254755,0.3563238579994637,0.6117358324545539,7
0.1398909291039174,0.1774215486252792,0.4840532902704886,0.6359192110272284,0.8275105348423779,0.6128158897519478,0.5218578976467234,0.7172575853778848,0.7191603271642829,0.05624264201939658,0.6197564629638721,0.7060592678276625,0.19693951719569017,7
0.1444939210486815,0.2221121150296318,0.4896380029605707,0.0005691327049561767,0.06991348259268415,0.25542732778139343,0.2439105200221553,0.11681274593632729,0.266311073860899,0.6682892599117716,0.19615571504252502,0.4714275104431934,0.3517149654840785,7
0.1370390753990093,0.2339453997862625,0.5071322836764904,0.9984784957600082,0.6639322358069056,0.7084975947297714,0.7693520740376758,0.01890600198751058,0.2764544549438401,0.8003904607727713,0.7293255224289644,0.5857786432614078,0.24492201829288926,7
0.1313020129751004,0.2476440299232488,0.5157953169156239,0.10866941401306918,0.04850865788427994,0.9334448623992513,0.8408228778204907,0.7617475562916883,0.47886227620595195,0.858192154735054,0.4302957217233603,0.088152633399998,0.4143272939656847,7
0.1402578342589349,0.2608568930341008,0.5106143183959091,0.5234939375392281,0.9597747526209164,0.681324903237419,0.05149036699575227,0.5042720536641907,0.6467032348208126,0.3101329923908234,0.7231364375078954,0.7081451548205017,0.49906060028969346,7
0.1352212271309684,0.2929758088020985,0.5186886018032567,0.39134011018456083,0.22174659582987155,0.9822343654435338,0.4616088011921987,0.7699278478231001,0.5048338159803285,0.34682533337787225,0.7091399736754241,0.6681524835951139,0.5653925827170633,7
0.1314854655526092,0.2950354609929078,0.5279572062979412,0.09175823732170851,0.2602675634997029,0.03681339340642198,0.702346042177967,0.7829292391383924,0.4866887198458394,0.4453286126463125,0.44572856864205196,0.6393613872005527,0.812159864252661,7
0.1354380347225696,0.3154182454095016,0.5474027721706366,0.36563164324718367,0.8888744454991004,0.4867689079880617,0.6114363890809611,0.1949681234570142,0.5856533995711448,0.5143315950756213,0.2769735896013361,0.2432702886110357,0.4734438043041148,7
0.1341371891729624,0.3235597007675119,0.5250807428340736,0.07793096329958704,0.8764544532064936,0.9444849108572446,0.1465977186705868,0.15389846492848247,0.6452382687000965,0.466546591581962,0.6521221372200974,0.20791691171243343,0.8440146486275161,7
0.1435099481329531,0.3330613037986981,0.559127304535056,0.40806387805771027,0.7596781258997154,0.4920399271625494,0.9464597399490879,0.6533725388442702,0.5500050887936339,0.9199153541119575,0.6240939806354109,0.4599762983514491,0.5003462811979414,7
0.135871649905772,0.3485281259108131,0.527233885076033,0.46614801434998776,0.02510730301418973,0.7562094740607387,0.5354242207731014,0.9265220145253441,0.7800583182350935,0.3852016209441243,0.5148084886902013,0.92107861537687,0.4145461654729271,7
0.1306515902002968,0.3672010103954143,0.5457038083703406,0.18363139405724416,0.22758956747014503,0.6059876103159427,0.46389487372978155,0.7626098191398218,0.3779573773058232,0.7398515939424164,0.37859932348208475,0.6357819251360295,0.7947387660086714,7
0.1468454495422024,0.3599145050034004,0.5612131610819541,0.19769770844692658,0.3607056181565168,0.7285562845063812,0.8622453463621208,0.5343940785777151,0.2565238758277572,0.47273478976882954,0.21831553046750155,0.23874865542963522,0.3009690401358355,7
0.1373559480328879,0.3674341785679588,0.5483111290539632,0.688576294166873,0.13001476395072198,0.494475190505269,0.025293018030016712,0.21565892432304157,0.5476044819918231,0.2966823520173275,0.325335794101384,0.6310985027006789,0.5268611358711088,7
0.1380397258217841,0.3860487710094239,0.5516249495357288,0.8084112970208548,0.4177938003022713,0.16820986638720548,0.4209063517038273,0.401697539384928,0.8085274374325124,0.41676438103194685,0.390164931986292,0.7373012373584955,0.8600088180434226,7
0.1417421323860508,0.3707762557077625,0.5498755214641368,0.8282336536722057,0.19757064717336492,0.4673396068107246,0.9158322442498945,0.5019555674271843,0.5255396688506682,0.5314456052376109,0.5171950371130365,0.4415823471770848,0.4106823932383464,7
0.142559330231317,0.3875449334499174,0.543702058942269,0.5089589417709901,0.46058235227159805,0.17444853614285516,0.10288070829983043,0.7249881587644778,0.3076385870129359,0.2610263915105834,0.7809584829179682,0.273884653701292,0.2904938581372476,7
0.1471789996831273,0.4115806859030408,0.5431301305342485,0.2017743647204857,0.9321709437080897,0.9102690584168914,0.5368003458224104,0.2683025056848978,0.47566838468910805,0.6608741276954069,0.6970735555703017,0.33542460424590986,0.4657753878343555,7
0.1559513683894531,0.4113669484115418,0.5506997712286369,0.8071517729182003,0.9404671710236212,0.9259156970900125,0.5236058108355787,0.616583210075287,0.7050536473954119,0.6727489169234545,0.8582429030082225,0.6052962426701642,0.38311960480756513,7
0.1715114824636013,0.4057514815894297,0.5476719149508815,0.35263856129953486,0.11319159550510072,0.15856364908193765,0.05096891446300633,0.6030598075399396,0.9125816909728375,0.22499187834696316,0.4608365809320426,0.382072537800592,0.4659759387789672,7
0.1575357315588465,0.4123579131448557,0.5472177365092182,0.13911976466341947,0.8347981880487221,0.5089694653856958,0.2256050106654558,0.39243379135842427,0.4167943610926716,0.34871996140628536,0.5044272971458652,0.8741681576881422,0.4583343148865955,7
0.1565851136572105,0.4027980180705334,0.5392780244919931,0.4161548500594009,0.6136113155619894,0.6934357607639874,0.1390772151823665,0.4923295479966906,0.46326374519099967,0.6986564493451023,0.6976041630753698,0.09733789706518046,0.3677450239338199,7
0.1763979920281516,0.4007966579228602,0.5177634234961648,0.6756850806623723,0.9173741191197212,0.8131935898016165,0.0034893286055305284,0.6042118387323253,0.5947572271393844,0.46929921795358653,0.8836006875320053,0.18037708892087875,0.65734302238137,7
0.1733960407598271,0.3737491499077042,0.5184026375992465,0.11979695439642579,0.5583896310833636,0.9688406418023171,0.2252549743464195,0.3797502852167478,0.5370061715337365,0.1530637634616497,0.13466159136981323,0.7635693109138847,0.19197358493954142,7
0.1829522522973265,0.3986204216457787,0.5141299959628584,0.2918050700246473,0.4222570659078536,0.1181689564352052,0.31292831869857773,0.2339789155010148,0.3118574156076238,0.5865629431673725,0.5442748541141315,0.5958602610130485,0.9434710219465762,7
0.1839362252130551,0.3676479160594579,0.5097396043601131,0.07948914324518652,0.06096114741805869,0.2695778081724016,0.7150464716327347,0.009549543696977136,0.16927743640845339,0.47623150928926905,0.9077084421184484,0.49725528190416746,0.2822258383606014,7
0.1938426643985256,0.3626153696687069,0.5181671376665322,0.8321828841351272,0.44113487344442914,0.785972618978935,0.20195719438946025,0.7218963593345744,0.5910606780232371,0.3067483246130079,0.5915971654710448,0.15568306791054265,0.6463368258253802,7
0.2040826537249211,0.3645001457301078,0.5151056385412462,0.0101444875044846,0.18559287107035327,0.9331261877701547,0.5052112247167472,0.541106457289387,0.4151012738357673,0.5972191746785711,0.15479705358825802,0.03258641792983522,0.31587608034116327,7
0.2132886376144493,0.3631788594190226,0.5030951419728167,0.2745957731394165,0.06683292415824194,0.05749960347850169,0.00857839069753763,0.7306801183434664,0.7449730029192564,0.8661576698487097,0.5266162962623596,0.6763865907372942,0.4195288194954085,7
0.2214606160671102,0.3359759059555037,0.4843897187457947,0.49819733771229047,0.3793242970442404,0.27572463134596514,0.9938049506423733,0.06675269515829174,0.8841990450646396,0.6117321015112391,0.34598485690656744,0.39700144605888005,0.4672210461252923,7
0.2297159820550023,0.3197124259205285,0.4733212219082224,0.20811446094895925,0.3916314832851776,0.6747277790398603,0.7114092775477879,0.971633459284559,0.07543356591743013,0.2744987461056692,0.7074909043318605,0.10838855960610817,0.8717033684045847,7
0.2270142259135104,0.3201010395414359,0.468325259049926,0.571706437011993,0.35352851844944366,0.690053753142899,0.3824711548946793,0.44451554259440695,0.64999098087564,0.3048853352037409,0.26589833270680724,0.9460032675063281,0.6872354973781999,7
0.2506295758909957,0.3077819877586709,0.4574754407213027,0.7861234257891255,0.85078893761782,0.6060082219927297,0.1256259890147553,0.6409744889904255,0.062369755232719974,0.4017558781553006,0.8664115862951259,0.740951186695992,0.5672800188133013,7
0.2689915111489134,0.2850286602545419,0.4591239402503029,0.8005236842217955,0.8072913435556623,0.43833022816910383,0.5208852484917498,0.37152805978866577,0.7112991476922873,0.3522388825526213,0.41404426480790313,0.33523995226158254,0.783289448511023,7
0.2794316305598638,0.2476440299232488,0.4463060153411385,0.0004558966732133296,0.479470019283613,0.41207249973473237,0.2557128037097638,0.7019305806018794,0.41766438306159426,0.30406304921700084,0.36452512814180993,0.3586083405463695,0.2754083047564631,7
0.2932572839012024,0.2556689011949868,0.4315872695464945,0.21387225804995835,0.6498536466943018,0.050381942424775894,0.5295744985428752,0.3039231267912691,0.4683769159426746,0.4281801283625682,0.40974485869800914,0.7830897304974834,0.6482989569686275,7
0.2944080318873934,0.2197804333041873,0.4080204548512987,0.9557921798313278,0.34229425019513604,0.45998333306438755,0.1245650159611732,0.8707470730723655,0.6941443972153635,0.6667169508509663,0.5323888104067793,0.21825552104391577,0.14748800346680876,7
0.2972598855923016,0.2108228893422714,0.3976248149643386,0.38957229301552654,0.6021573916989067,0.7812063945073302,0.3982115102210356,0.011322953788517442,0.5557042630792173,0.19777599905783125,0.3509832052506896,0.5820618176137717,0.8948101520906943,7
0.3188572572171911,0.176566598659283,0.3996265643924103,0.8427668777828544,0.2065207757908052,0.9878280821224822,0.17065228844780944,0.10324460802249191,0.4626527413415148,0.4125570989394433,0.8887660433063194,0.7995913196408413,0.6100148272299375,7
0.3439068728006537,0.1593510152530846,0.3770690351231329,0.6365180042088381,0.07422403642888908,0.49895016337307285,0.8691979226814416,0.9846960426432776,0.6283007333302518,0.5768177738602949,0.5893536801457393,0.6948192026958614,0.8539285936199292,7
0.3445906505895498,0.1206062372486155,0.3597261472211008,0.2000637570914604,0.8783646456473452,0.9571475831709235,0.456267777502639,0.44031060934807065,0.34320269293088274,0.14144282727688026,0.38812097757855823,0.4435588964222678,0.40350785040684595,7
0.3531295341972281,0.103487807247644,0.3623671107522541,0.17723417577455824,0.2776915048754929,0.6072468276512649,0.4047178678116101,0.9545770157240632,0.5146745923604238,0.40852851394587847,0.591332857126153,0.45517677211013896,0.795956007884481,7
0.3617351278330915,0.0939862042164578,0.3444691158659669,0.38920945654387684,0.16344145418960165,0.28344694761377776,0.9702758539933701,0.10512160595234532,0.45698916896248354,0.60319559148257,0.7150286659720483,0.19629630937815434,0.5354562641130689,7
0.3776788245693033,0.0422617312736811,0.3071760193782802,0.24246973172145192,0.6610741407383014,0.8178656039529337,0.2359444734923527,0.15626899211483525,0.21525690902581573,0.6091622116200722,0.7867604864707265,0.6814597370780071,0.6052276571192949,7
0.4064808792381714,0.0,0.297150450814157,0.4415662206268752,0.3265452905830376,0.4076564142004654,0.3075078688383157,0.5758941208510606,0.9182506492298191,0.7440418966817397,0.42976824299490596,0.2727994697215194,0.9611135688443525,7
0.8223345174363336,0.077275818517439,1.0,0.4499851137790746,0.13962651590358233,0.3628675575466598,0.5732726456493016,0.4428793528216165,0.4946851376453948,0.2591698999240244,0.1879352437814836,0.6003247772643217,0.49337615886601455,8
0.8056236553759943,0.122413290585835,0.994078858834612,0.4883922088223892,0.6608767656799647,0.9362600018167502,0.7353900256003386,0.2912791583151676,0.35438393565793835,0.8071884294405824,0.5267904761338216,0.6012786833516289,0.08691401086701073,8
0.7907473190907423,0.1547459438453318,0.980133898533172,0.6065762321775733,0.6213993195557097,0.147483045392808,0.7357000037533256,0.8899422624041212,0.5150157659128516,0.41314729102812114,0.41982585880379075,0.4215862748336436,0.14389286786362596,8
0.7836093460749487,0.1844554551637034,0.9341441259588212,0.8784735689570571,0.7428665834161333,0.6932088207533135,0.5982347876357227,0.1642139425824013,0.7877867018968414,0.6229793134578615,0.8053700566271595,0.7528856693664311,0.5020988767169223,8
0.7714347659311886,0.2317303021470902,0.908811061768268,0.659425584552571,0.03922720549317893,0.1380181300607296,0.07376995014190624,0.3041892259257547,0.5547463471473348,0.36842301879575506,0.265225206450888,0.7450923088495849,0.6531933456109676,8
0.7689831723953903,0.2449431652579423,0.9042188130803392,0.19698744410030222,0.8277440365695281,0.5576773385862576,0.23713884909322747,0.4042488903213345,0.625901104636408,0.29902506959817166,0.7114207243246619,0.6380851980883068,0.2428413129224286,8
0.7582762128716999,0.2862722238414456,0.8902738527788994,0.8368292500912309,0.8773963690266684,0.7614997011457104,0.4466403398767589,0.33073617443821246,0.5425246724071818,0.24419356104222928,0.2911359109689795,0.4962044167128909,0.7236908693556626,8
0.7648304731408748,0.3113378023899738,0.8527116135109676,0.9087714347460505,0.9519265148701876,0.7493764343647696,0.4575620824823694,0.7207505281710169,0.5302068515045704,0.6681752763125716,0.269471567145766,0.16107402429290602,0.352897789214607,8
0.7595270259001683,0.3643058389196541,0.8465381509890999,0.3419351374367662,0.17720745264283466,0.18311327408792544,0.4525919623551087,0.9872918005863168,0.8062730379584472,0.5097578157988517,0.8099729953165008,0.9553795812277474,0.6162363997088897,8
0.7398475675855972,0.372427863596619,0.8192033373704752,0.5671244978522947,0.7985892509759759,0.8390303156337898,0.9830956391994539,0.9365091574426614,0.8524214417777028,0.4420134117070436,0.6174932580289565,0.47173749966898626,0.298401025783073,8
0.7295408682310167,0.4069367531331973,0.7914648095814831,0.15159332207563803,0.30724108163033514,0.13482902283230247,0.6195387090957183,0.9261088259901649,0.20577124101411073,0.3086690283061038,0.4193941442572548,0.7192303842000116,0.16141255037454483,8
0.7311919414285952,0.4452734868357136,0.7791347059615127,0.4286233824594886,0.9940698481118199,0.273700047177584,0.6707996051054688,0.38656911526027504,0.5608368406511973,0.36000894559709906,0.6676482816440598,0.7177634156301709,0.3734268570487447,8
0.7169993829322392,0.4474691537938404,0.7620441394159603,0.5299897705992758,0.8979105891634698,0.7634612797534229,0.06985348983796202,0.7796847225713628,0.27463659751957853,0.6210005167383391,0.6704539001669583,0.46856833640464957,0.824302935462123,8
0.7071596537749536,0.4755659185854464,0.7272237922217737,0.9080675112936596,0.7387285400257388,0.7310790052303237,0.9293196593762382,0.6051212046875739,0.44674235811916424,0.1722775493351267,0.33162814192707746,0.7217049179613237,0.622435788696447,8
0.6980203799136104,0.5043427572136403,0.7372661822096623,0.8596017331229165,0.10505755386798221,0.09580226902672062,0.19249142671333885,0.181660969892681,0.6317890216073357,0.46084998297037244,0.2608479941302273,0.1982170436828542,0.9609416110767729,8
0.6950684611664247,0.5243563586903721,0.7159029740277219,0.865316575196182,0.8156443194857691,0.06662618603480008,0.938204505855301,0.7127760410032168,0.7596121349575033,0.36258654067422885,0.45064899382792334,0.7208849905252686,0.12113001539262887,8
0.6867964176714865,0.5385796172155835,0.7007636926389451,0.32545491889273304,0.8458765267255479,0.560433088399012,0.2228631544216747,0.3400982648028129,0.6669519952391958,0.49138649118537997,0.21075710025647137,0.8240492714243123,0.12887102077675028,8
0.6820099731492135,0.5593510152530846,0.703656977526578,0.5049498971660463,0.33986239313109434,0.7712632382492571,0.6338654321903249,0.27472653642903144,0.6780375718887361,0.4637337769149906,0.24135734037733514,0.010464667162511394,0.08544209070583834,8
0.672837344273778,0.563936655979792,0.6915455524155566,0.9951605052261209,0.27411416983142123,0.36680409318314733,0.5017110764614914,0.8416930321732807,0.4497316473577128,0.322109563849546,0.33422431305751,0.6790573606909203,0.3874425978938708,8
0.6585613982421907,0.6126493733605363,0.6814863410039027,0.7787196569530139,0.7012516340230046,0.5357101021104864,0.3578218400946416,0.23481690044087433,0.446528393634906,0.4317298348619423,0.34818887326013176,0.26797921000920927,0.4014158869087835,8
0.6488884441553676,0.613679199455941,0.6694422015879425,0.30050720462792124,0.5478856501142781,0.03994920351524578,0.7651318939347241,0.8079371876216107,0.2644814434572011,0.348712802813049,0.6946045780829798,0.5852884414718269,0.7829479630811456,8
0.6485715715214889,0.6131934324298066,0.6593661687525233,0.2630566568930186,0.45665050349081016,0.9636111228804016,0.17491162928796844,0.4046472272096412,0.670128132450776,0.34901253136253957,0.6639032191067571,0.2354673098438933,0.7098308479712192,8
0.6138656793582494,0.6627999611386379,0.6618052751984929,0.36283128463986514,0.5802112573713385,0.9585094885029423,0.22864652790384576,0.5029320130151002,0.553803440575188,0.4248087669901387,0.9477863567739242,0.29841210452178396,0.9224119435907588,8
0.6308267040242824,0.6684348586417954,0.6609473825864622,0.9237599575829006,0.6192698175059982,0.37888655816349726,0.15323823063444164,0.22988770351573085,0.35105484582730934,0.38146758248246815,0.8496527468672445,0.4735918574319556,0.21374131961520634,8
0.6244225413185236,0.6930341008452345,0.6453539227560222,0.6440646923421536,0.6986445552569553,0.5709760175630078,0.7616254036518078,0.02297428019004588,0.23082427203348518,0.07676208502147124,0.11840228793930063,0.6160275894513926,0.24641209220880425,8
0.6158169476826604,0.6953852132517244,0.6461949939442875,0.7172159146196244,0.9197598902681555,0.5792862424500959,0.42405939875560117,0.011483647478251147,0.3764567749481584,0.36714156387104585,0.6718947947732437,0.3560671149626798,0.8735183329807849,8
0.6141825519921281,0.7178082191780821,0.6609978468577582,0.22106300975380755,0.33137706981747284,0.16062985979269806,0.882544360907615,0.9408107893574287,0.3974590301271395,0.6569054406359236,0.6681954100647887,0.028648591146129786,0.7452765474452847,8
0.6129317389636597,0.7345186048771009,0.6687188803660342,0.19462458086013223,0.8685596277586916,0.05007543510779677,0.7638121546971262,0.8280214432086614,0.7855464740039529,0.31347826003088614,0.9157543540840496,0.11793303310153457,0.43550764575037115,8
0.5900835543103017,0.7296220732536676,0.659568025837707,0.41145815961685883,0.7714710608836225,0.32553930969700273,0.46215432389748035,0.36633990041905673,0.25314211499809297,0.771888998150879,0.2168807758118813,0.09317689273191218,0.18107009812064584,8
0.5883157385633995,0.7288642766928981,0.652233885076033,0.8768017451068434,0.6530428549812375,0.8220280539350072,0.9977766230409059,0.3894069100202856,0.49520518170094163,0.8261895189059654,0.6212026885801765,0.8047593876663912,0.4124053240020639,8
0.5773252614199229,0.7557952006217817,0.6817386623603823,0.5969703085164682,0.6928552177622649,0.743530018224077,0.18701082382447576,0.1116788035195656,0.5734837997049429,0.2943945495150474,0.8538487807109529,0.5249080634636184,0.5102746002339202,8
0.5714214239255515,0.7444671135723306,0.6733615933252591,0.5159830144112552,0.48385911331246356,0.6830693534351119,0.2306411871819135,0.755727338953784,0.3216751466065872,0.9326300128009408,0.08488329964756865,0.6986289839577055,0.24568104763818494,8
0.5764413535464719,0.7442339453997863,0.6889382317319339,0.4014568272507354,0.02086371261509734,0.530756810210902,0.3093307757344431,0.08247854740559168,0.3700601632484461,0.5830045793751144,0.35878941952629584,0.12755020408774428,0.57590387382971,8
0.5512916729207318,0.754862527931604,0.7006627640963532,0.7019633839142663,0.926562433327638,0.15737845617605617,0.4787422533535671,0.0610712568686953,0.795481426761775,0.4254962690876701,0.4847721954593124,0.419674534669496,0.6535725884456998,8
0.557662480612398,0.7632371514621588,0.6994684430090163,0.4691174302744965,0.04202259295859678,0.485411080870507,0.1947562322392462,0.2796546885297241,0.6680000688383373,0.678651105309344,0.3874352795519796,0.41135820415146424,0.5926155652572165,8
0.5440703123697069,0.7850966676382007,0.7080810119768538,0.19321534983890798,0.8936604011385352,0.5079196233861747,0.4795835417152531,0.49884630907319505,0.27065622431696795,0.9346321048566707,0.46151991629559314,0.17685276623975185,0.5825324278773724,8
0.5392838678474341,0.7830370154473913,0.7118490109002826,0.8970395134423204,0.22227621138371068,0.20260527436666653,0.1864011778045771,0.8359652950866331,0.509014447506168,0.6969696462222488,0.44985028904100494,0.7775016538967486,0.5741809492864561,8
0.529544203732426,0.761624404935393,0.745239537074418,0.5692066660463684,0.16569094659560835,0.04154800624837074,0.07500165639093082,0.6772900625678347,0.6432080638300658,0.6245275270949786,0.8767344515994776,0.24625846510662944,0.479899487521271,8
0.5408849085238738,0.7581851743903624,0.7517326066478268,0.8391528922156244,0.2751761234518699,0.26322505730724277,0.7404770294423513,0.5423469084949141,0.7427646154643176,0.6965776799249834,0.33302641147044576,0.16989527870289217,0.2974627245100684,8
0.5302946915495071,0.7555231710871466,0.7542558202126229,0.7850582352913449,0.33320955037131816,0.800045802482336,0.20144613206956785,0.5118653116546974,0.5794771981529311,0.44089713698275623,0.6183999446361651,0.6466345864702926,0.6336812861599113,8
0.5209052550824702,0.754862527931604,0.7752489570717267,0.9138359393486287,0.5751809741545238,0.39534799576075363,0.49472705633579606,0.9345531513137126,0.4435354695060806,0.8656483006329401,0.5997983541176625,0.2265613038592262,0.7050266922914102,8
0.4982572005136672,0.7510541144467113,0.8002792356345042,0.23784815065508325,0.9932754958969193,0.6534539759582917,0.13545061091528054,0.24315650292938584,0.7267426555530551,0.4332024634279036,0.4862523134510453,0.4886519283792118,0.4515566592821142,8
0.4812628208335417,0.7383853104051297,0.8231059076840265,0.2705183977901252,0.14807002370423372,0.07829147225777477,0.10843043323231338,0.3993438824173391,0.5765996103279948,0.3215371259469173,0.5109661626137235,0.47162611417006883,0.5314814254275683,8
0.4897850269341738,0.7378801126979501,0.8346958686583233,0.3499308379303727,0.4114438718635758,0.06286530731930406,0.7407613066437472,0.4678698477895328,0.4760142260436466,0.4702731402219731,0.4631673099950623,0.40740837341750363,0.3442943453273324,8
0.4928703657377294,0.7405809773632566,0.8489436145875388,0.012701678061071364,0.41970911924220033,0.576052857622314,0.16732654271926128,0.9357197249689737,0.504996666348382,0.7268757778706442,0.6651437549979521,0.5056746925675198,0.32101614749722707,8
0.4868831407081269,0.7416885261828426,0.8788857488897861,0.04434690110366102,0.2452413815364951,0.22951369290821,0.5079343214900371,0.02206681338701333,0.8471038219207386,0.7219531140399504,0.1607255276270506,0.7451283340912688,0.3062816005118771,8
0.463301145744734,0.7207422520159331,0.9079868120037682,0.11537646855553418,0.207852814358936,0.20668270683981682,0.572672161174031,0.9018400559075261,0.9067095326744086,0.8211521537776372,0.19493291960107462,0.4465870565021302,0.37516164793360096,8
0.4750087556911992,0.707781987758671,0.9229410577311264,0.22146349642572494,0.5120046294389962,0.7788752662194598,0.6864063822585972,0.44139806968187045,0.6112645111989239,0.32679874581081014,0.6305598605877273,0.24956157104251217,0.2544167993839372,8
0.4716899317889961,0.7027883027300107,0.9397288386489032,0.2666588261678885,0.26489802289396747,0.915388996638306,0.5470223993105408,0.21373491313776627,0.9044453667838975,0.660688060942706,0.2401007955931501,0.40587746703372884,0.2823534390979653,8
0.4689214656193192,0.6921597201981929,0.9755921141165388,0.7295233734199151,0.3420745660412098,0.07917707524907425,0.14810283014260428,0.5386148763532943,0.7584023659154957,0.8990808205338351,0.3676665224634493,0.7731992552139844,0.5854626617299854,8
1.0,0.7632760128242495,0.8273617278966493,0.17742924765409085,0.8267112207341804,0.3527446027560759,0.41021217339466964,0.20401694667770298,0.5110552308987465,0.17896789141435476,0.34385375905006316,0.5610158036614609,0.40758773326308967,9
0.9699638098097096,0.758476634606043,0.8334174404521599,0.9974159092902272,0.3017318546572365,0.6783340279832641,0.8640445777964896,0.4849945538794497,0.38990134078343097,0.6491485509723547,0.45053626851474426,0.5703258519468438,0.5902120467763757,9
0.9464485248745016,0.769746429612358,0.8413571524693851,0.4435710611807707,0.08432166794199214,0.46896013927298996,0.7635535461574429,0.14017540247961813,0.24717608081068773,0.23027721976254248,0.10838292483091878,0.15915348946166177,0.5878661237445435,9
0.918013375360651,0.7732439522005246,0.8435271161351098,0.2051625175284646,0.9184188259198871,0.7502869004599946,0.23488048972079112,0.5514673200265121,0.4605516669316331,0.22296118718562968,0.6502280254099245,0.20982373059188258,0.5586698560631228,9
0.8870432447757708,0.7783736519965024,0.8528630063248555,0.8023341114349248,0.9871316084326236,0.6193353038042039,0.8818253138017391,0.7558041265008647,0.5933579003085804,0.7477962015777376,0.49525617304926867,0.5632272394891251,0.4413753164760598,9
0.8678474341655409,0.7841445642669775,0.8443009016283138,0.6613051217623196,0.6302419709471209,0.6301985926309187,0.25849153677789205,0.35970096872178714,0.43574818429145645,0.7670748777642135,0.22605932460558298,0.2819085169269698,0.3305193717183752,9
0.8496856289921781,0.8123384824638104,0.8535863275467637,0.13006292813537168,0.46570248865358055,0.9664064637231042,0.3324373337113402,0.6861487468080264,0.3825551766612571,0.6223263605396872,0.9183400854819892,0.02704831823148274,0.5861846081900585,9
0.8285051950434448,0.798639852326824,0.8573543264701925,0.10705985449023858,0.6429548304377884,0.26505634358381547,0.42593913985836174,0.6955182818812832,0.212839668354555,0.45770119570009515,0.07654440288813806,0.7888683795176886,0.605375411907393,9
0.8066576608128616,0.8030311862430778,0.8368490109002827,0.5323089253950875,0.24115945871617905,0.17351189057675898,0.34674215547492937,0.12784336825905362,0.8088993336961163,0.5148479869551446,0.856531873064661,0.1363193353865185,0.2776054167439707,9
0.7863277797234869,0.7951617604197027,0.8498351500471001,0.589054361983249,0.12635558412263503,0.8673485975161288,0.07397268731989737,0.04041842113964644,0.8491297976718163,0.3238775231062292,0.17965152626920233,0.6349194422015527,0.8762821278546912,9
0.7736028418472006,0.8380258428057903,0.840583366976181,0.9440806393573887,0.5893788597096102,0.8966247327335136,0.9247629818533167,0.3633926722586137,0.3475716863578002,0.19403217373899748,0.2738576423403862,0.5121076306551253,0.4567744955066726,9
0.7530394756591784,0.8313999805693189,0.8394731530076707,0.3234216921192583,0.31402624652325484,0.7188107055794448,0.021605460458418047,0.2550643185076916,0.6775148325691699,0.5805406075231543,0.6218940132436375,0.3094120927773572,0.42137136361004013,9
0.7379796867964177,0.8255707762557077,0.8449737585789263,0.4272068695829535,0.8389408379641339,0.4874364431245858,0.19366443693894964,0.5981933821750126,0.18225253335790237,0.5931807644912352,0.34322435846308275,0.6052457142156065,0.5757729380007156,9
0.7321759143443238,0.8372680462450208,0.8567992194859374,0.6855512175122632,0.03632497927993483,0.9587854019386735,0.776900345255123,0.9079873744781441,0.7373217966905979,0.5948580727295898,0.8436973114830753,0.7403264960489634,0.09499363683170392,9
0.7215189873417721,0.8331487418634023,0.8500033642847532,0.1066011717398313,0.5560289073065071,0.4080401757592964,0.5662015495506182,0.3382239708247071,0.1695764626170041,0.678887421435727,0.49729818099873657,0.7506652982341034,0.9171001033661116,9
0.6947182335184536,0.837909258719518,0.8643015744852645,0.6357127113283515,0.6440076558353475,0.004621819665208915,0.6379674216624535,0.9191277178514725,0.7112435706818167,0.34621158162591553,0.6035350326453888,0.5313706528967629,0.6652080016617691,9
0.6889144610663598,0.827630428446517,0.8427028663706098,0.9398987044311052,0.43097925291160577,0.8493903063064601,0.36840277963054535,0.6683492897313271,0.6002903098982733,0.40698911886300515,0.15893506424300877,0.16815546957105326,0.4842221678115337,9
0.6857290572205266,0.8406489847469154,0.8557731126362537,0.6680412279980379,0.8058211190036504,0.8934785887049702,0.9871313340395702,0.12031082229550305,0.26792336667332,0.815579630072467,0.34555341842164156,0.5131934911007763,0.6736255391799421,9
0.6644318807224695,0.8539784319440396,0.8591205759655498,0.7931641644341434,0.8380768590631957,0.7672479453730535,0.47607770268978067,0.03191957332454021,0.13538403028590512,0.2809433531479164,0.18226668357559242,0.5793918561998436,0.25759362264998276,9
0.6713697236537082,0.8409015836005052,0.8579094334544477,0.46533932934689337,0.47310949642782885,0.4974230413070754,0.5871641671828909,0.28384843836362195,0.3433724746203615,0.2913095206157481,0.829981798999709,0.43342623253815776,0.6483779657789824,9
0.6558929971147912,0.8476828912853396,0.855184362804468,0.04425157426697146,0.15392025957133693,0.9917822837275071,0.538819045456672,0.9006312606017792,0.5275523875456495,0.20270719640632587,0.5852300287919481,0.5660961406603061,0.6977111911311237,9
